Month,CBSACode,CBSATitle,Country,PropertyType,NoOfBdrs,MedianListingPrice ,MedianListingPrice M/M,MedianListingPrice Y/Y,MedianListingSqft ,MedianListingSqft M/M,MedianListingSqft Y/Y,MedianListingPricePerSqft,MedianListingPricePerSqft M/M,MedianListingPricePerSqft Y/Y,ActiveListingCount,ActiveListingCount M/M,ActiveListingCount Y/Y,DOMUnder30,DOMUnder30 M/M,DOMUnder30 Y/Y,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,NewListingCount,NewListingCount M/M,NewListingCount Y/Y,PriceIncreasedCount,PriceIncreasedCount M/M,PriceIncreasedCount Y/Y,PriceReducedCount,PriceReducedCount M/M,PriceReducedCount Y/Y,PendingListingCount,PendingListingCount M/M,PendingListingCount Y/Y,TotalListingCount,TotalListingCount M/M,TotalListingCount Y/Y,PendingRatio,PendingRatio M/M,PendingRatio Y/Y,Views M/M,Views Y/Y,ViewsPerProperty M/M,ViewsPerProperty Y/Y,QualityFlagPending,QualityFlagSqft
201811,20780,"Edwards, CO",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,2308550,0.0463,-0.2751,2636.5,0.0069,-0.0776,926.0116934,0.0718,-0.1391,49.5,-0.0748,0.125,0.0908,0.0809,0.5985,124,10.5,0.0925,-128.75,-0.5094,4,-0.3333,-0.3333,0,,,0,-1,-1,1,-0.3333,1,50.5,-0.0818,0.1348,0.0202,-0.0078,0.0088,-0.2006,0.3755,-0.1186,0.2683,0,0
201811,28900,"Klamath Falls, OR",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,285050,-0.073,-0.4242,1863,-0.0569,0.0646,152.979066,-0.0162,-0.4592,1,-0.5,0,0,,,100,-66.5,-0.3994,-460.5,-0.8216,0,,,0,,,0,,,0,,,1,-0.5,0,0,0,0,-0.8261,,-0.6522,,0,0
201811,43980,"Spencer, IA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,170050,0,,2556,0,,66.51017214,0,,1,0,,0,,,69.5,28,0.6747,,,0,,,0,,,0,,,0,,,1,0,,0,0,,0.0714,,0.0714,,0,0
201811,44340,"Statesboro, GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,119050,0,0.7533,2080,0,,58.21886447,0,,7,0,2.5,0,-1,-1,36.5,21,1.3548,-47.5,-0.5655,0,,,0,,,0,,,0,,,7,0,2.5,0,0,0,-0.3361,2.2133,-0.3333,-0.0286,0,1
201811,24020,"Glens Falls, NY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,259950,-0.0322,0.0834,2038,-0.0641,-0.0956,116.0267857,-0.0579,0.4683,4.5,-0.1818,0,0,-1,,109.5,8.5,0.0842,-44,-0.2866,0,,,0,,,2,,,0,,-1,4.5,-0.1818,-0.25,0,0,-0.3333,-0.1274,-0.1991,0.1622,-0.0652,1,0
201811,41700,"San Antonio-New Braunfels, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,339300,-0.0007,-0.2459,2445.5,0.029,0.0224,140.6906414,-0.0033,-0.3314,13.5,-0.25,-0.3077,0.037,-0.8335,-0.8397,144.5,21,0.17,58.25,0.6754,0,-1,-1,0,,,2,,0,7,0.75,1.3333,20.5,-0.0682,-0.0889,0.5185,0.2963,0.3647,-0.4435,-0.2228,-0.2207,0.0273,1,0
201811,12660,"Baraboo, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,692450,-0.0212,0.1559,3469.5,0.0034,0.1584,201.6574586,-0.0147,0.2051,6.5,-0.1875,-0.6389,0.1538,1.4608,-0.3079,97.75,-0.25,-0.0026,1,0.0103,0,,-1,0,,,0,,,0,,,6.5,-0.1875,-0.6389,0,0,0,0.0557,-0.5472,0.3226,0.4909,0,0
201811,13100,"Beatrice, NE",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,227050,-0.0109,,,,,,,,1,0,,0,,,100.5,28,0.3862,,,0,,,0,,,0,,,1,0,,2,0,,1,0,,0.069,,0.069,,0,1
201811,47380,"Waco, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,179550,-0.0151,-0.2022,1491,-0.0287,-0.1411,117.8739101,-0.0043,-0.0906,4.5,-0.25,0.5,0,-1,,94.5,45.5,0.9286,-26,-0.2158,0,,,0,,,0,,,0,,,4.5,-0.25,0.5,0,0,0,-0.1427,1.0556,0.1151,0.3717,0,0
201811,25200,"Hailey, ID",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,895050,-0.1005,-0.4886,2937,-0.0326,-0.0822,380.2747792,-0.0058,-0.2813,11,-0.2414,-0.4762,0.0454,-0.561,-0.6823,120.5,-13.25,-0.0991,-32,-0.2098,0,,,0,,,0,,,3,-0.3333,2,14,-0.2632,-0.3636,0.2727,-0.0376,0.2251,-0.3415,-0.2625,-0.1,0.4211,1,0
201811,13060,"Bay City, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,300050,0,,1830,0,,163.9344262,0,,1,0,,0,,,160.5,28,0.2113,,,0,,,0,,,0,,,0,,,1,0,,0,0,,0.7,,0.7,,0,0
201811,48060,"Watertown-Fort Drum, NY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,429050,0,0.8292,1997,0,0.0783,214.8222334,0,0.6195,2,0,0,1,0,,21.5,17.5,4.375,-133.5,-0.8613,0,-1,,0,,,0,,,0,,,2,0,0,0,0,0,-0.3333,0.8667,-0.3333,3,0,0
201811,23940,"Gillette, WY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,136950,-0.1177,-0.0214,1904,-0.0883,0,68.00518135,-0.0142,-0.1406,4,0.1429,-0.4286,0.25,0.7507,,184,-149.5,-0.4483,90.5,0.9679,0,,,0,,,0,,,0,,,4,0.1429,-0.4286,0,0,0,0.1485,-0.0569,0.0769,0.75,0,0
201811,41540,"Salisbury, MD-DE",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,409050,-0.0126,-0.0466,2240.25,-0.0003,-0.0043,171.3375024,-0.0234,-0.1197,158,-0.0032,-0.1662,0.1139,-0.2477,0.3091,149.5,4.75,0.0328,18,0.1369,16,-0.4667,0.6,0,-1,,8,-0.3333,-0.7647,0,,-1,158,-0.0032,-0.233,0,0,-0.0871,-0.1773,-0.0366,-0.16,0.1667,0,0
201811,31700,"Manchester-Nashua, NH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,519950,-0.0048,0.4858,2556,0.0365,0.0306,179.5118818,-0.0176,0.325,4,-0.2727,-0.7647,0,-1,-1,44,-3,-0.0638,-10.75,-0.1963,0,,,0,,,6,,,0,,,4,-0.2727,-0.7647,0,0,0,-0.6526,-0.8712,-0.5271,-0.2557,0,0
201811,29700,"Laredo, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,170040,-0.0286,-0.1496,2347,0,0.0364,72.4286323,-0.0286,-0.1758,1,0,-0.6667,0,,-1,121.5,28,0.2995,-67,-0.3554,0,,,0,,,0,-1,,0,,,1,0,-0.6667,0,0,0,0.048,-0.7282,0.048,-0.1813,0,0
201811,44460,"Steamboat Springs, CO",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,528300,0.0672,-0.2835,2504,0,0.0642,281.2832461,0.0785,-0.2464,58,-0.0085,-0.1343,0.112,0.0926,0.2513,184.75,20.5,0.1248,18.25,0.1096,4,-0.3333,-0.3333,0,,,4,1,0,0.5,-0.5,,58.5,-0.0168,-0.1269,0.0086,-0.0085,0.0086,0.0858,0.0152,0.1522,0,0,0
201811,48660,"Wichita Falls, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,237500,0,0.1813,3169,0,,69.67103929,0,,2,0,0,0,,,234,28,0.1359,-97,-0.2931,0,,,0,,,0,,,0,,,2,0,0,0,0,0,-0.1786,-0.4065,-0.1636,-0.4026,0,0
201811,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,1299050,-0.0371,0.0293,2735.25,-0.0003,-0.0162,424.2233925,-0.026,-0.0082,1124,0.0232,0.047,0.1725,0.0249,0.0707,117.25,-4.75,-0.0389,-11.25,-0.0875,222,0.2759,0.3373,10,-0.5833,-0.375,138,-0.2069,-0.0548,144.5,-0.1242,-0.2917,1268.5,0.004,-0.007,0.1286,-0.0216,-0.0615,-0.0714,0.0511,-0.0896,0,0,0
201811,12020,"Athens-Clarke County, GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,292869.25,-0.0531,0.0011,2104,0,-0.1016,121.9753204,-0.1235,0.1091,18.5,0.3214,0.3214,0.2162,0.2105,-0.4496,85,3.5,0.0429,24.5,0.405,0,,-1,0,-1,,0,-1,,6,0.2,5,24.5,0.2895,0.6333,0.3243,-0.0328,0.2529,0.534,-0.0169,0.0385,-0.4,1,0
201811,39540,"Racine, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,291950,-0.0127,,2350,0,,124.2404075,-0.0074,,2,0,,0.25,-0.5,,135,21,0.1842,,,0,,,0,,,0,-1,,0,,,2,0,,0,0,,-0.3299,,-0.3229,,0,0
201811,37340,"Palm Bay-Melbourne-Titusville, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,399950,0.0191,-0.3324,2350,0,-0.0801,157.94193,-0.0007,-0.2332,34.5,-0.1687,-0.3784,0.1594,-0.4487,-0.2628,73.75,-3,-0.0391,-57.25,-0.437,4,-0.5,-0.6667,0,,-1,2,-0.6667,-0.8,13.5,0.5,3.5,48,-0.0495,-0.1795,0.3913,0.1744,0.3373,-0.3994,-0.3705,-0.3333,-0.0118,1,0
201811,10900,"Allentown-Bethlehem-Easton, PA-NJ",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,107250,-0.0133,0.0773,1540.5,-0.0543,-0.0182,70.99698461,0.024,0.2634,54,0.0093,-0.2987,0.3241,0.0509,0.4264,60,3.75,0.0667,-12.25,-0.1696,8,-0.5556,-0.6923,0,,,22,0.1,1.75,0,,,54,0.0093,-0.2987,0,0,0,0.1633,-0.4216,0.1111,-0.1892,0,0
201811,36460,"Olean, NY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,249950,0.0027,-0.0718,1848,0.0621,0.0301,161.1954924,0,-0.0345,9,0.0588,-0.25,0.1111,,,343,-225,-0.3961,101.5,0.4203,0,,,0,,,2,,,0,,,9,0.0588,-0.25,0,0,0,0.0614,0.2341,0,0.619,0,0
201811,30460,"Lexington-Fayette, KY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,557000,0,0.8493,3266.5,0,0.2308,170.6505305,0,0.4924,2,0,0.3333,0,,-1,213.5,35,0.1961,35,0.1961,0,,,0,,,0,,,0,-1,-1,2,-0.5,-0.2,0,-1,-0.6667,-0.2119,-0.4529,-0.2203,-0.5741,1,0
201811,18880,"Crestview-Fort Walton Beach-Destin, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,852800,0.0044,-0.0448,2278.25,-0.0022,-0.0736,352.1468489,0.0304,0.0238,89,-0.043,-0.0681,0.0842,0.7396,-0.445,167,-5.5,-0.0319,-60.25,-0.2651,8,3,-0.3333,0,,-1,10,-0.1667,-0.5833,0,,,89,-0.043,-0.0681,0,0,0,-0.3007,-0.0773,-0.2778,0,0,0
201811,15420,"Burley, ID",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,275050,0,,3104,0,,88.59536082,0,,2,0,,1,0,,20.5,17.5,5.8333,,,0,-1,,0,,,0,,,0,,,2,0,,0,0,,-0.4966,,-0.4966,,0,0
201811,46220,"Tuscaloosa, AL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,1449550,0,0.1522,2516.5,0,0.1479,605.9640925,0,-0.0026,2,0,1,0,,,276.5,28,0.1127,156,1.2946,0,,,0,,,0,,,0,,,2,0,1,0,0,0,-0.4351,1.3871,-0.4462,0.1613,0,0
201811,42340,"Savannah, GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,455050,-0.1463,0.0084,3188,0.0447,0.0534,180.1662837,-0.0108,0.0388,31,-0.0159,0.4762,0.1613,-0.4919,-0.3226,64.5,-30.5,-0.3211,-51,-0.4416,0,-1,-1,0,,,2,-0.5,,10,0.1765,0.6667,41,0.025,0.5185,0.3226,0.0527,0.0369,-0.3447,0.3876,-0.44,-0.0541,0,0
201811,17860,"Columbia, MO",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,289950,0.4983,0.933,2545,0.0194,0.1377,85.26470588,0.1574,0.11,5,-0.2857,0.25,0.2,-0.0668,-0.2,186.5,35,0.231,109.5,1.4221,0,,,0,,,0,,,0,,,5,-0.2857,0.25,0,0,0,-0.3546,-0.343,-0.027,-0.4783,0,0
201811,44060,"Spokane-Spokane Valley, WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,172550,-0.0279,-0.0397,1705.5,0,-0.0054,99.2617408,-0.0299,0.0052,4,0,0.6,0.125,-0.75,-0.3747,104,21,0.253,53,1.0392,0,,,0,,,0,,,0,,-1,4,0,-0.2,0,0,-1,-0.2086,0.3238,-0.2129,-0.125,1,0
201811,25900,"Hilo, HI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,3475050,0.0258,0.0988,2770,-0.0065,0.0437,1244.178115,0,0.0608,25,-0.0196,0.2821,0.04,-0.8543,-0.8886,78.5,-13,-0.1421,-19.25,-0.1969,0,-1,-1,0,,,0,,,0,,,25,-0.0196,0.2821,0,0,0,-0.256,0.0879,-0.2393,-0.1909,0,0
201811,25620,"Hattiesburg, MS",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,140050,0,0,,,,,,,1,0,0,0,,,820.5,28,0.0353,364,0.7974,0,,,0,,,0,,,0,,,1,0,0,0,0,0,,,,,0,1
201811,38900,"Portland-Vancouver-Hillsboro, OR-WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,524549.75,0.0651,0.1747,2092.25,0.0266,-0.0221,292.0365535,0.1304,0.3025,92.5,0.0882,1.0556,0.2594,-0.3001,-0.4695,68.75,24.5,0.5537,33.75,0.9643,20,-0.2857,-0.2308,4,,,32,-0.2727,1.2857,0,,,92.5,0.0882,1.0556,0,0,0,-0.0305,0.1826,0,-0.3542,0,0
201811,24100,"Gloversville, NY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,425050,0,0.0982,2200,0,0,193.1818182,0,0.0981,1,0,0,0,,,253.5,28,0.1242,177,2.3137,0,,,0,,,0,,,0,,,1,0,0,0,0,0,0.1714,-0.3971,0.1714,-0.3971,0,1
201811,30300,"Lewiston, ID-WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,399950,0.0262,,4358,0.1056,,91.76227627,-0.1017,,2,0,,0,-1,,101,39,0.629,,,0,,,0,,,0,,,0,,,2,0,,0,0,,-0.5451,,-0.3556,,0,0
201811,42680,"Sebastian-Vero Beach, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,647550,-0.4369,-0.5519,2800,-0.0968,-0.1515,171.4285714,-0.3198,-0.6239,11,0,1.75,0.1363,-0.2503,,71.25,14.25,0.25,-116.25,-0.62,0,-1,,0,,,0,,,0,,,11,0,1.75,0,0,0,-0.3276,2.3487,-0.3253,0.4737,0,1
201811,39420,"Pullman, WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,185050,-0.2938,-0.1063,1383,-0.1194,-0.3234,133.7671728,-0.1848,0.3208,1,-0.3333,0,0,,,141.5,40.5,0.401,3,0.0217,0,,,0,,,0,,,0,,,1,-0.3333,0,0,0,0,-0.4526,9.4,-0.0714,9.4,0,0
201811,40860,"Rutland, VT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,259050,-0.088,0.318,2085,-0.0308,0.036,146.3235294,0.0178,0.3747,3,0.2,0.5,0,-1,-1,104.5,5.5,0.0556,53.5,1.049,0,,,0,,,0,,,0,,,3,0.2,0.5,0,0,0,0.022,-0.3519,-0.1389,-0.5664,0,0
201811,39460,"Punta Gorda, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,404950,-0.0183,-0.0063,2400,-0.1031,-0.0627,142.4944321,-0.0309,-0.1258,8.5,-0.0556,0.0625,0.1176,0.0585,,152.5,11,0.0777,34.5,0.2924,0,-1,,0,,,2,0,,3.5,-0.125,,12,-0.0769,0.5,0.4118,-0.0327,0.4118,0.0071,0.8205,0.0323,0.641,1,0
201811,13220,"Beckley, WV",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,234950,-0.0161,-0.0622,2632,-0.007,-0.0064,87.85770051,-0.0312,-0.0654,8,-0.1111,0.1429,0.25,,0.7494,142.5,-7.5,-0.05,59.5,0.7169,0,,,0,,,0,-1,,0,,,8,-0.1111,0.1429,0,0,0,0.8727,-0.3397,1.4167,-0.3256,0,0
201811,48580,"Whitewater-Elkhorn, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,530050,-0.0126,0.0558,3790,-0.0021,0.1105,143.6133144,0.0897,0.0378,24.5,0.0208,-0.2576,0.0408,-0.5103,-0.7307,109.75,-38.5,-0.2597,-9.75,-0.0816,0,-1,-1,0,,,0,,-1,0,,,24.5,0.0208,-0.2576,0,0,0,-0.2418,-0.3838,-0.2211,-0.1494,0,0
201811,29180,"Lafayette, LA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,95050,0,-0.7557,1380,0,-0.5983,68.84057971,0,-0.3922,1,0,,0,,,237.5,28,0.1337,150.5,1.7299,0,,,0,,,0,,,0,,,1,0,,0,0,,0.2045,1.4091,0.2045,,0,0
201811,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,371750,-0.0008,0.0224,1851,0,-0.0263,199.9318492,0.0003,0.0138,150.5,0.0344,-0.1639,0.1528,0.0844,0.0006,128,9,0.0756,1,0.0079,16,-0.3333,-0.1111,0,-1,,14,0,0.4,3,-0.3333,-0.5385,153.5,0.0233,-0.1769,0.0199,-0.011,-0.0162,-0.3731,0.2764,-0.4,0.5306,0,0
201811,38240,"Pinehurst-Southern Pines, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,302725,-0.0049,-0.1124,2651.75,-0.0837,0.0558,121.6203574,0.0216,-0.1034,7.5,0.0714,-0.4643,0.2666,2.7338,0.8669,113.25,-2.75,-0.0237,-26.25,-0.1882,0,,,0,,,0,,,0,,,7.5,0.0714,-0.4643,0,0,0,0.1431,-0.2345,0.1058,0.3372,0,0
201811,27980,"Kahului-Wailuku-Lahaina, HI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,1595050,0.1038,-0.7958,2287,0,-0.4614,647.4169058,0.0103,-0.6094,8.5,0,1.125,0.1176,1,,81.5,25,0.4425,-178.5,-0.6865,0,,,0,,,8,0,,1.5,,,10,0.1765,1.5,0.1765,0.1765,0.1765,-0.5333,0.1794,-0.5399,-0.3644,1,0
201811,25060,"Gulfport-Biloxi-Pascagoula, MS",USA,Condo/Townhome/Row Home/Co-Op,bdrs_4,277050,0,0.5343,1879,0,-0.0116,142.7684532,0,0.5039,4,0,1.6667,0,-1,,125,24.5,0.2438,-1.5,-0.0119,0,,,0,,,0,,,2,0.3333,,6,0.0909,3,0.5,0.125,0.5,-0.1686,1.8969,-0.1266,0.0615,1,0
