Month,CBSACode,CBSATitle,Country,PropertyType,NoOfBdrs,MedianListingPrice ,MedianListingPrice M/M,MedianListingPrice Y/Y,MedianListingSqft ,MedianListingSqft M/M,MedianListingSqft Y/Y,MedianListingPricePerSqft,MedianListingPricePerSqft M/M,MedianListingPricePerSqft Y/Y,ActiveListingCount,ActiveListingCount M/M,ActiveListingCount Y/Y,DOMUnder30,DOMUnder30 M/M,DOMUnder30 Y/Y,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,NewListingCount,NewListingCount M/M,NewListingCount Y/Y,PriceIncreasedCount,PriceIncreasedCount M/M,PriceIncreasedCount Y/Y,PriceReducedCount,PriceReducedCount M/M,PriceReducedCount Y/Y,PendingListingCount,PendingListingCount M/M,PendingListingCount Y/Y,TotalListingCount,TotalListingCount M/M,TotalListingCount Y/Y,PendingRatio,PendingRatio M/M,PendingRatio Y/Y,Views M/M,Views Y/Y,ViewsPerProperty M/M,ViewsPerProperty Y/Y,QualityFlagPending,QualityFlagSqft
201811,25740,"Helena, MT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,111800,0.0252,-0.6053,577.5,0.0043,-0.7206,207.0811966,-0.0324,0.3445,5,0,-0.375,0.1,,-0.4667,123.5,-4,-0.0314,23,0.2289,0,,-1,0,,,0,,-1,0,,,5,0,-0.375,0,0,0,0.4119,0.1203,0.4574,0.631,0,0
201811,37100,"Oxnard-Thousand Oaks-Ventura, CA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,311100,-0.028,-0.0295,691,-0.0268,-0.0329,421.4002642,-0.0012,-0.0063,30.5,-0.0161,0.2979,0.1803,-0.4677,-0.5292,63,21.5,0.5181,1,0.0161,6,0,-0.4,0,,,0,-1,-1,1,-0.5,-0.7778,31.5,-0.0455,0.125,0.0328,-0.0317,-0.1587,-0.055,-0.0552,-0.0574,-0.3575,1,0
201811,17820,"Colorado Springs, CO",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,128725,-0.097,-0.5387,789.25,0.0283,-0.3961,187.6004722,0.0194,-0.3205,6.5,-0.381,0.4444,0.1538,-0.6411,-0.5386,50.25,8,0.1893,7.25,0.1686,0,-1,-1,0,,,0,-1,,3.5,0.4,0.4,10,-0.2308,0.4286,0.5385,0.3004,-0.0171,-0.4899,0.2192,-0.2076,-0.0729,0,0
201811,12980,"Battle Creek, MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,200350,0,0.0978,1055,0,0.0208,189.8578199,0,0.0753,2,0,0,0,,,220.5,28,0.1455,151,2.1727,0,,,0,,,0,,,0,,,2,0,0,0,0,0,0.75,-0.3636,0.5,-0.4,0,0
201811,33300,"Milledgeville, GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,144950,0,,840,0,,172.5,0,,2,1,,0,,,78.5,28,0.5545,,,0,,,0,,,0,,,0,,,2,1,,0,0,,0.3438,,-0.3438,,0,0
201811,16540,"Chambersburg-Waynesboro, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,54050,-0.0164,-0.0357,344,0,0,136.7088608,-0.1434,-0.143,7,0,0.4,0,-1,-1,77.5,28,0.5657,-85,-0.5231,0,,-1,0,,,0,,,0,,,7,0,0.4,0,0,0,0.0048,-0.257,0.0345,-0.4643,0,0
201811,38860,"Portland-South Portland, ME",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,206750,-0.0002,0.0036,675,-0.0074,0.0547,360.8367302,-0.0003,0.093,96.5,-0.0585,0.3592,0.1243,-0.2038,-0.3462,96.5,3.75,0.0404,27.5,0.3986,18,0.5,0.8,0,,,12,-0.25,0.5,5.5,-0.3125,-0.5,102,-0.0769,0.2439,0.057,-0.0211,-0.0979,-0.1937,0.1124,-0.1657,-0.2356,0,0
201811,45820,"Topeka, KS",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,50300,0.139,0.2591,799,0.0754,-0.0256,55.02717391,-0.0517,0.1308,5.5,-0.1538,1.2,0.2727,0.773,-0.3181,82,11,0.1549,51,1.6452,2,,,0,,,0,,-1,0,,,5.5,-0.1538,1.2,0,0,0,0.1705,1.4408,0.4091,0.1341,0,0
201811,41760,"Sandpoint, ID",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,189050,-0.0105,0.1886,655,-0.0124,0.1738,315.0274725,0.0244,-0.0919,18,0.0588,2,0.1111,-0.5277,-0.6667,117.5,27,0.2983,14.5,0.1408,0,-1,,0,,,2,,,0,-1,,18,0,2,0,-0.0588,0,-0.1741,2.5701,-0.2308,-0.1071,0,0
201811,27340,"Jacksonville, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,109950,0,-0.3201,532,-0.0005,-0.2427,232.6925196,0.0362,0.0579,14.5,0.0741,-0.3256,0.0689,,-0.7307,137.75,30.25,0.2814,62.75,0.8367,0,,-1,0,,-1,0,,-1,4,-0.4286,0.1429,18.5,-0.0976,-0.26,0.2759,-0.2427,0.1131,0.1041,-0.4279,0.026,-0.1413,0,0
201811,23540,"Gainesville, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,61050,0.0796,-0.0542,702,0,-0.0907,88.27279202,-0.008,-0.2063,10.5,0.4,0.9091,0.4285,-0.2858,-0.3266,44.75,15.5,0.5299,12.75,0.3984,8,,3,0,,,0,,,0,,,10.5,0.4,0.9091,0,0,0,0.4664,0.2873,0.0957,-0.3538,0,0
201811,36020,"Oak Harbor, WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,115050,0,-0.2317,671,0,-0.1479,171.3859911,0,-0.0888,1,0,-0.3333,0,,,161.5,21,0.1495,53.75,0.4988,0,,,0,,,0,,-1,0,,-1,1,0,-0.5,0,0,-0.3333,-0.0189,-0.2464,0.0943,0.2609,1,0
201811,43100,"Sheboygan, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,145175,-0.0111,-0.1704,717,0.0014,-0.0185,196.7158177,0,-0.2372,7,-0.125,0.1667,0.1428,-0.4288,-0.1434,81.5,-33.5,-0.2913,-20,-0.197,0,,,0,,,0,,,0,,,7,-0.125,0.1667,0,0,0,0.0401,1.372,0.2826,1.1852,0,0
201811,48820,"Willmar, MN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,74550,0,-0.1224,816,0,0,91.29901961,0,-0.1225,1,0,0,0,,,75,24.5,0.4851,-23.5,-0.2386,0,,,0,,,0,,,0,,,1,0,0,0,0,0,-0.4328,0.1176,-0.4328,0.1176,0,0
201811,39340,"Provo-Orem, UT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,155049.75,0.0512,0.0085,729.5,0.1766,-0.2813,229.7377232,0,0.5248,3.5,0.4,0.1667,0.2856,-0.524,,38.5,5.5,0.1667,-55,-0.5882,0,-1,,0,,,0,,,0,,-1,3.5,0.4,-0.4615,0,0,-1.1667,-0.216,0.2101,-0.4783,0.2632,1,0
201811,10820,"Alexandria, MN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,67450,-0.138,0.1384,712.5,0.3943,0.6608,118.4870373,-0.2996,-0.1751,1.5,-0.5714,-0.625,0,,,297,137,0.8563,145.5,0.9604,0,,,0,,,0,,,0,,,1.5,-0.5714,-0.625,0,0,0,-0.3918,-0.028,0.4082,1.6538,0,0
201811,21500,"Erie, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,71050,-0.0066,-0.408,893,0,-0.0708,79.50727884,-0.0067,-0.3632,2,0,-0.5,0,,-1,293,95.25,0.4817,217.25,2.868,0,,,0,,,0,-1,,0,,-1,2,0,-0.6,0,0,-0.25,-0.0403,-0.7419,-0.0405,-0.4855,1,1
201811,16380,"Celina, OH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,74550,-0.3548,0,687,0,0,108.4425036,-0.5043,0,1,-0.6667,0,0,,-1,385.5,148,0.6232,364,16.9302,0,,,0,,,0,,,0,,,1,-0.6667,0,0,0,0,-0.3818,-0.3704,0.2593,-0.3704,0,1
201811,38240,"Pinehurst-Southern Pines, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,81450,-0.0729,-0.0272,770,0,0.1208,81.31539273,0.0098,-0.3044,7,-0.2222,-0.3913,0.1429,-0.1423,2.2926,85.5,19,0.2857,-27.75,-0.245,0,-1,,0,,,4,,1,0,,,7,-0.2222,-0.3913,0,0,0,-0.2233,0.0779,-0.0693,0.6491,0,0
201811,33500,"Minot, ND",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,114950,-0.0417,,1012,0,,113.5375494,-0.0418,,1,0,,0,-1,,50.5,28,1.2444,,,0,,,0,,,0,,,0,,,1,0,,0,0,,-0.3,,-0.3,,0,0
201811,26380,"Houma-Thibodaux, LA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,62500,0.0425,,,,,,,,2,1,,0.5,-0.5,,31.5,16,1.0323,,,0,,,0,,,0,,,0,,,2,1,,0,0,,0.1359,,-0.4369,,0,1
201811,27860,"Jonesboro, AR",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,115050,0.0066,-0.2281,944,0,0.1442,120.2330508,0,-0.3142,1,-0.5,-0.8,0,-1,,50.5,14,0.3836,-14,-0.2171,0,,,0,,,0,,,0,,,1,-0.5,-0.8,0,0,0,-0.6916,0.0645,-0.3774,5.6,0,0
201811,36500,"Olympia-Tumwater, WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,931300,4.9594,3.8379,1615,1.7234,3.2305,575.5946009,0.8657,0.2322,8,4.3333,2.2,0.875,0.3126,3.3771,16.5,-2.5,-0.1316,-86.75,-0.8402,0,,,0,,,0,,,0,-1,,8,2.2,2.2,0,-0.6667,0,-0.2571,0.0433,-0.8669,-0.5982,0,0
201811,16980,"Chicago-Naperville-Elgin, IL-IN-WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,186275,-0.0199,-0.0131,836.5,-0.0042,-0.0136,215.3246753,-0.0359,-0.069,1894,-0.0649,0.0629,0.3162,-0.0948,0.0704,51.5,5.5,0.1196,-1.5,-0.0283,550,-0.2098,0.1411,8,1,0,372,-0.2152,0.1411,148.5,-0.0719,-0.1704,2042.5,-0.0654,0.0416,0.0784,-0.0006,-0.022,-0.0911,-0.0178,-0.0303,-0.0857,0,0
201811,12700,"Barnstable Town, MA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,229850,-0.0004,-0.0572,499.5,-0.0385,-0.001,467.967968,0.0002,0.002,108,-0.194,-0.0314,0.1666,-0.1413,0.2386,91,1,0.0111,-37.5,-0.2918,10,-0.5833,-0.2857,0,,,8,-0.2,-0.5,0,,-1,108,-0.194,-0.1184,0,0,-0.0987,-0.3068,-0.0445,-0.15,-0.0957,0,0
201811,12540,"Bakersfield, CA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,67237.5,0.2331,0.2615,645.25,0.2095,0.2221,113.4073696,0.1529,0.1297,4,0.1429,0,0.625,1.1883,1.5,21.5,-23,-0.5169,-58.5,-0.7313,0,-1,,0,,,0,,-1,0,,,4,0.1429,0,0,0,0,-0.1048,1.1599,-0.0738,1.1731,0,0
201811,41700,"San Antonio-New Braunfels, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,125025,0.0797,0.2751,792.5,0.0193,0.0638,181.1845008,0.1382,0.3722,48,-0.0943,-0.1579,0.2708,0.3669,-0.118,89.75,9.75,0.1219,33.25,0.5885,8,-0.4286,-0.6,0,,,6,-0.5,0,16.5,0.0313,0.1,64.5,-0.0652,-0.1042,0.3438,0.0419,0.0806,-0.1581,-0.2068,0,0.016,0,0
201811,44140,"Springfield, MA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,115050,-0.1029,-0.3131,790.25,-0.0038,-0.0695,141.4754647,-0.0716,-0.2967,30,0.1111,-0.2857,0.3666,0.7997,0.7114,62,11.5,0.2277,-64.5,-0.5099,8,0.3333,1,0,,,2,-0.6667,0,0,,,30,0.1111,-0.2857,0,0,0,0.2245,0.3339,0.082,0.913,0,0
201811,14660,"Brainerd, MN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,139500,0.081,0.213,465,0.0164,0.0333,227.0356872,0.151,-0.0626,9,0,0.125,0.1111,0,,208,-3.5,-0.0165,75,0.5639,0,-1,,0,,,0,,,1,0,0,10,0,0.1111,0.1111,0,-0.0139,0.0448,0.8195,0.0256,0.5385,0,0
201811,28020,"Kalamazoo-Portage, MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,188775,0.0712,0.083,609.25,0.1561,-0.1259,330.3719008,-0.0154,0.3765,16.5,-0.0294,-0.1951,0.0605,-0.4856,-0.1724,82.75,16.75,0.2538,27.25,0.491,4,1,,0,,,0,,,0,,,16.5,-0.0294,-0.1951,0,0,0,-0.1535,0.2946,-0.1519,0.5581,0,0
201811,13140,"Beaumont-Port Arthur, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,66925,0.0531,-0.1243,739,0.0264,-0.2846,86.55272384,-0.003,0.2469,3,0,0.5,0.3333,,-0.3334,124,24.5,0.2462,85.25,2.2,0,,-1,0,,,0,,,0,,-1,3,0,0.2,0,0,-0.25,-0.1762,0.0133,-0.1789,-0.4128,1,0
201811,24660,"Greensboro-High Point, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,134300,-0.0056,0.3294,834,-0.0142,,162.6124101,-0.0124,,12.5,0.0417,-0.2188,0.16,-0.5734,0.0243,53,14,0.359,-39.25,-0.4255,2,-0.5,,0,,,2,,,0,,,12.5,0.0417,-0.2188,0,0,0,0.0864,0.4954,0,0.7826,0,0
201811,24020,"Glens Falls, NY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,147450,-0.1066,0.7701,994,0,0.0279,153.1705003,-0.3077,0.6355,4,-0.2,-0.3333,0.5,,1.9994,473,278.5,1.4319,172.5,0.574,2,,,0,,,0,,,1,,,5,0,-0.1667,0.25,0.25,0.25,-0.3552,-0.446,-0.1333,0.1143,1,0
201811,17660,"Coeur d'Alene, ID",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,364725,0.1069,2.3446,953.25,0.0574,0.324,353.3045977,0.0278,1.3337,5.5,-0.0833,-0.3125,0,-1,-1,124,23,0.2277,97.5,3.6792,0,,,0,,,0,,,0,,,5.5,-0.0833,-0.3125,0,0,0,-0.2504,-0.4946,-0.0673,-0.1565,0,0
201811,33340,"Milwaukee-Waukesha-West Allis, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,139525,-0.0032,0.0192,853.75,-0.0073,-0.038,172.1405405,-0.0206,0.1476,98,-0.1211,-0.2253,0.1887,-0.5375,-0.0989,52,13.25,0.3419,-15.5,-0.2296,10,-0.7059,-0.5455,0,,,14,-0.4615,0.1667,0,,,98,-0.1211,-0.2253,0,0,0,-0.2551,-0.0381,-0.1583,0.2316,0,0
201811,11700,"Asheville, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,128300,-0.2669,-0.5343,539.5,-0.292,-0.3057,277.4037603,0.2742,-0.2353,33.5,0.34,0.2407,0.5223,1.0096,0.1283,27.25,-48.75,-0.6414,-7.75,-0.2214,8,1,1,0,,,4,0,,10.5,0.6154,,44,0.3968,0.6296,0.3134,0.0534,0.3134,0.0278,0.3256,-0.3576,-0.1019,1,0
201811,29180,"Lafayette, LA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,68500,0.0066,-0.185,743,-0.0013,0.0227,94.12082679,0.2543,-0.113,9,0.125,-0.0526,0.2222,0.7776,1.1121,166.5,-47.5,-0.222,73,0.7807,2,0,0,0,,,0,,,3.5,2.5,2.5,12.5,0.3889,0.1905,0.3889,0.2639,0.2836,0.038,-0.4796,-0.0238,-0.4459,1,0
201811,16860,"Chattanooga, TN-GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,214950,0.0258,-0.0635,776.75,0.1176,-0.1909,286.6886986,-0.0013,0.2512,40.5,0.1408,1.6129,0.1728,-0.2782,0.7869,142,21,0.1736,37,0.3524,4,-0.5,1,0,,,0,,-1,0,,,40.5,0.1408,1.6129,0,0,0,0.1048,0.8289,-0.0506,-0.2857,0,0
201811,18880,"Crestview-Fort Walton Beach-Destin, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,220050,-0.0222,-0.0308,743.5,-0.0054,0.0088,306.0483132,-0.0037,-0.0062,155,0.0299,-0.052,0.1387,0.1596,-0.302,110,-0.5,-0.0045,-17,-0.1339,28,1,0.1667,0,,,20,-0.3333,0,0,,,155,0.0299,-0.052,0,0,0,-0.1092,-0.1552,-0.1461,-0.1364,0,0
201811,40460,"Rockingham, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,100050,0,0,,,,,,,1,0,0,0,,,412.5,28,0.0728,364,7.5052,0,,,0,,,0,,,0,,,1,0,0,0,0,0,-0.1143,-0.0882,-0.1143,-0.0882,0,0
201811,18140,"Columbus, OH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,204950,0.0111,-0.0064,879,-0.0309,-0.0487,233.3853977,0.0189,-0.0174,65.5,0,0.0397,0.2671,-0.1669,-0.1141,52,4.5,0.0947,-5.25,-0.0917,16,-0.2,0.1429,0,,,14,-0.125,0,0,,-1,65.5,0,0.0234,0,0,-0.0159,-0.0169,-0.0457,-0.0355,-0.0909,0,0
201811,31140,"Louisville/Jefferson County, KY-IN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,128375,0.4344,0.0585,778.75,0.0233,-0.0016,139.2547474,0.1894,-0.0713,37.5,-0.0741,-0.026,0.3333,-0.0356,0.2834,59.5,13.5,0.2935,-35.75,-0.3753,12,-0.25,0.2,0,,,6,-0.4,0,10.5,-0.125,0.3125,48,-0.0857,0.0323,0.28,-0.0163,0.0722,-0.1019,0.5205,-0.0728,0.4894,0,0
201811,34060,"Morgantown, WV",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,79950,0,0,760.5,0.3777,-0.0837,144.7463768,0,-0.049,6.5,0.0833,0.1818,0.1538,-0.0774,0.6919,113.5,-1,-0.0087,34,0.4277,0,,,0,,,0,,,1,0,0,7.5,0.0714,0.1538,0.1538,-0.0128,-0.028,0.0043,2.1053,-0.0649,1.6667,0,0
201811,36380,"Okeechobee, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,55050,0,0.111,500.25,0.1204,0.2321,97.69617966,-0.0394,0.074,23,-0.0213,-0.098,0.0869,-0.4164,-0.1133,204.5,12.25,0.0637,-58.75,-0.2232,0,-1,,0,,,0,,,0,,,23,-0.0213,-0.098,0,0,0,-0.0277,0.7326,0.0303,1,0,0
201811,15260,"Brunswick, GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,322040,0,0.0062,831,0.0552,0.3296,264.6212748,0.0052,-0.4284,25,0.0204,-0.4048,0.08,0.9607,2.3613,98.5,27,0.3776,-65,-0.3976,2,,0,0,,,0,-1,,0,,,25,0.0204,-0.4048,0,0,0,0.1755,-0.2783,0.1463,0.3056,0,0
201811,45300,"Tampa-St. Petersburg-Clearwater, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,106050,0.0031,-0.0531,749.25,-0.0043,-0.001,139.5874081,0.013,-0.0529,498,0.1488,0.0397,0.3765,0.1182,0.1634,46.5,-5.5,-0.1058,-10.5,-0.1842,208,0.0947,0.1064,8,-0.2,0,126,0,0.4,157.5,-0.125,-0.375,655.5,0.0685,-0.1033,0.3163,-0.099,-0.2098,0.0294,0.165,-0.0914,0.1277,1,0
201811,39580,"Raleigh, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,255050,-0.0095,0.0618,841,-0.0702,-0.1124,308.4747708,0.1021,0.2583,30.5,0.1509,0.4186,0.4098,0.0343,-0.1608,40,-5,-0.1111,8.5,0.2698,10,-0.375,0.25,0,,,4,0,0,0,,,30.5,0.1509,0.4186,0,0,0,-0.0496,0.1734,-0.1795,-0.1652,0,0
201811,16580,"Champaign-Urbana, IL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,65750,-0.1227,-0.0408,656,-0.1183,-0.1675,109.9656863,-0.0428,-0.0368,8,0.0667,2.2,0.1875,,-0.6875,167.5,39.75,0.3112,144.5,6.2826,0,,-1,0,,,0,-1,,0,,,8,0.0667,2.2,0,0,0,0.0495,0.6971,0.0833,-0.4507,0,0
201811,39300,"Providence-Warwick, RI-MA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,189500,-0.0139,0.0199,819.25,0.0344,-0.0159,219.2877484,-0.0442,0.0749,134,-0.0629,0.5765,0.2388,-0.2327,-0.0773,62,1.5,0.0248,-17,-0.2152,30,-0.4444,0.5,0,,,10,-0.6154,0,25,-0.1667,-0.4048,159,-0.0809,0.252,0.1866,-0.0232,-0.3076,-0.1472,0.2356,-0.0833,-0.208,1,0
201811,12580,"Baltimore-Columbia-Towson, MD",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,164950,-0.025,0.2444,838,-0.0182,0.0394,192.2941816,-0.0303,0.2129,153.5,0.0233,0.0199,0.2703,-0.0569,-0.0753,66.75,2.5,0.0389,4,0.0637,42,-0.0455,-0.125,2,0,,26,-0.2778,-0.2353,1,0,0,154.5,0.0232,0.0198,0.0065,-0.0002,-0.0001,0.1201,0.0963,0.0938,0.0938,0,0
201811,13900,"Bismarck, ND",USA,Condo/Townhome/Row Home/Co-Op,bdrs_1,126200,0.01,0.4415,806,0.01,0.1018,131.9746754,0.0508,0.1045,3.5,0.1667,-0.125,0.1428,,-0.4288,83.75,21.25,0.34,-48.75,-0.3679,0,,,0,,,0,,,0,,,3.5,0.1667,-0.125,0,0,0,0.1183,0.3867,-0.0667,0.5556,0,0
